ORDER_SHOP_CD,volume_total,ca_estime,age_moyen,distance_moyenne,geolife_dominant,emplacement,surface,canal,vol_T,vol_I,vol_M,pct_T,pct_I,pct_M,cout_fonctionnement,marge_estimee,score_rentabilite,rentable,croissance_yoy,vs_mediane,profil_chalandise
29000FJ6-5,16,3200.0,54.333333333333336,963.663524358843,Résidence secondaire,CC,147.0,Agence Distribution,11,2,3,68.8,12.5,18.8,85000.0,-81800.0,0.04,False,-54.5,100.0,Régionale (>20km)
29000KV6-E,127,25400.0,53.01574803149607,,Résidence secondaire,,,Service Client Home,0,127,0,0.0,100.0,0.0,65000.0,-39600.0,0.39,False,59.2,1487.5,Inconnu
29200FT2-2,20,4000.0,42.1578947368421,1018.6815753381131,Populaire,CC,143.0,Agence Distribution,12,4,4,60.0,20.0,20.0,85000.0,-81000.0,0.05,False,85.7,150.0,Régionale (>20km)
29603FT2-4,22,4400.0,45.19047619047619,1002.7333933735504,Urbain défavorisé,CV,267.0,Agence Distribution,18,1,3,81.8,4.5,13.6,65000.0,-60600.0,0.07,False,0.0,175.0,Régionale (>20km)
29APVEBRE2,1,200.0,,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
29APVEBRE3,1,200.0,59.0,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
29APVEQUI2,1,200.0,69.0,,Rural ouvrier,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
29PHSECARH,1,200.0,59.0,,Résidence secondaire,CV,131.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
29PHSECONC,8,1600.0,59.0,977.0232034473852,Résidence secondaire,CV,62.0,Réseau Partenaire,5,0,3,62.5,0.0,37.5,65000.0,-63400.0,0.02,False,0.0,0.0,Régionale (>20km)
29PHSELAND,1,200.0,,961.9809425895504,Résidence secondaire,CV,174.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Régionale (>20km)
29PHSESTMA,3,600.0,49.0,,Résidence secondaire,CC,73.0,Réseau Partenaire,1,0,2,33.3,0.0,66.7,85000.0,-84400.0,0.01,False,-50.0,-62.5,Inconnu
30100FX9-0,104,20800.0,51.604166666666664,118.73894805107331,Résidence secondaire,CV,223.0,Agence Distribution,64,10,30,61.5,9.6,28.8,65000.0,-44200.0,0.32,False,12.2,1200.0,Régionale (>20km)
30200FX9-1,3,600.0,59.0,,Rural ouvrier,CV,97.0,Agence Distribution,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-100.0,-62.5,Inconnu
30900F1F-8,136,27200.0,47.225806451612904,74.412698328409,Urbain classe moyenne,CC,206.0,Agence Distribution,87,17,32,64.0,12.5,23.5,85000.0,-57800.0,0.32,False,56.6,1600.0,Régionale (>20km)
30APVEALE1,5,1000.0,75.66666666666667,,Populaire,,,,0,0,5,0.0,0.0,100.0,65000.0,-64000.0,0.02,False,300.0,-37.5,Inconnu
30APVENI30,7,1400.0,50.42857142857143,,PériUrbain en croissance,,,,0,0,7,0.0,0.0,100.0,65000.0,-63600.0,0.02,False,-60.0,-12.5,Inconnu
30GTPROANG,13,2600.0,45.15384615384615,,PériUrbain en croissance,,,,0,0,13,0.0,0.0,100.0,65000.0,-62400.0,0.04,False,125.0,62.5,Inconnu
30GTPROBAG,3,600.0,34.0,,Rural ouvrier,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
30GTPRONIM,2,400.0,39.0,,Rural dynamique,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
30PHSEANGL,315,63000.0,48.312714776632305,13.024832128599966,PériUrbain en croissance,CC,134.0,Réseau Partenaire,114,66,135,36.2,21.0,42.9,85000.0,-22000.0,0.74,False,18.8,3837.5,Semi-locale (10-20km)
30PHSEBAGN,87,17400.0,50.07142857142857,73.83424876503912,Rural ouvrier,CV,97.0,Réseau Partenaire,40,10,37,46.0,11.5,42.5,65000.0,-47600.0,0.27,False,28.9,987.5,Régionale (>20km)
30PHSENIME,31,6200.0,49.689655172413794,98.07126177036372,Urbain classe moyenne,CC,104.0,Réseau Partenaire,14,5,12,45.2,16.1,38.7,85000.0,-78800.0,0.07,False,38.5,287.5,Régionale (>20km)
310007DI-G,48,9600.0,56.333333333333336,412.4714122710348,Urbain classe moyenne,CV,269.0,Agence Distribution,35,1,12,72.9,2.1,25.0,65000.0,-55400.0,0.15,False,28.6,500.0,Régionale (>20km)
31000FQ1-3,34,6800.0,50.37931034482759,415.30356256338996,Résidence secondaire,CV,100.0,Agence Distribution,21,1,12,61.8,2.9,35.3,65000.0,-58200.0,0.1,False,12.5,325.0,Régionale (>20km)
311204IM-2,20,4000.0,56.0,358.1739968456459,Résidence secondaire,CC,98.0,Agence Distribution,13,1,6,65.0,5.0,30.0,85000.0,-81000.0,0.05,False,22.2,150.0,Régionale (>20km)
31150IZU-5,20,4000.0,49.588235294117645,385.09344261397797,Urbain classe moyenne,CC,129.0,Agence Distribution,13,2,5,65.0,10.0,25.0,85000.0,-81000.0,0.05,False,-57.1,150.0,Régionale (>20km)
31200FX1-1,26,5200.0,47.333333333333336,367.6947968196092,Urbain classe moyenne,CC,153.0,Agence Distribution,15,3,8,57.7,11.5,30.8,85000.0,-79800.0,0.06,False,-37.5,225.0,Régionale (>20km)
31650X2Y-3,2,400.0,29.0,447.36275784853126,Résidence secondaire,CC,101.0,Agence Distribution,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Régionale (>20km)
31670FJ1-3,33,6600.0,51.06896551724138,358.8284183613832,Résidence secondaire,CC,170.0,Agence Distribution,17,5,11,51.5,15.2,33.3,85000.0,-78400.0,0.08,False,-50.0,312.5,Régionale (>20km)
31700QJ2-5,34,6800.0,47.18181818181818,366.1954082127611,Pavillonnaire familial,CC,168.0,Agence Distribution,22,3,9,64.7,8.8,26.5,85000.0,-78200.0,0.08,False,0.0,325.0,Régionale (>20km)
31806FX8-2,8,1600.0,59.0,509.6573117201318,Rural dynamique,CV,136.0,Agence Distribution,5,0,3,62.5,0.0,37.5,65000.0,-63400.0,0.02,False,66.7,0.0,Régionale (>20km)
31APVELAB1,1,200.0,19.0,,Urbain Dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
31APVETOU2,1,200.0,69.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
31APVETOU4,1,200.0,19.0,,Urbain défavorisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
31OBSAESOP,6,1200.0,45.666666666666664,,Urbain classe moyenne,,,Ag PRO/PME,0,6,0,0.0,100.0,0.0,65000.0,-63800.0,0.02,False,-50.0,-25.0,Inconnu
31OBSAESOR,28,5600.0,55.42857142857143,,Résidence secondaire,,,Ag PRO/PME,3,25,0,10.7,89.3,0.0,65000.0,-59400.0,0.09,False,500.0,250.0,Inconnu
31PHSEPORT,4,800.0,52.333333333333336,447.1625640942759,Pavillonnaire familial,CC,193.0,Réseau Partenaire,4,0,0,100.0,0.0,0.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Régionale (>20km)
31PHSESTOR,8,1600.0,47.333333333333336,336.1364487582525,Urbain classe moyenne,CC,101.0,Réseau Partenaire,5,1,2,62.5,12.5,25.0,85000.0,-83400.0,0.02,False,-40.0,0.0,Régionale (>20km)
32008FF3-2,8,1600.0,57.57142857142857,,Urbain classe moyenne,CV,122.0,Agence Distribution,5,1,2,62.5,12.5,25.0,65000.0,-63400.0,0.02,False,-40.0,0.0,Inconnu
32PHSENOGA,2,400.0,64.0,546.0196701446774,Populaire,CC,90.0,Réseau Partenaire,1,1,0,50.0,50.0,0.0,85000.0,-84600.0,0.0,False,0.0,-75.0,Régionale (>20km)
330000TI-4,11,2200.0,45.36363636363637,587.9107313757773,Urbain familial aisé,CV,105.0,Agence Distribution,4,2,5,36.4,18.2,45.5,65000.0,-62800.0,0.03,False,-16.7,37.5,Régionale (>20km)
33000FT6-A,30,6000.0,54.2,540.475848405567,Urbain classe moyenne,CV,321.0,Agence Distribution,19,4,7,63.3,13.3,23.3,65000.0,-59000.0,0.09,False,-33.3,275.0,Régionale (>20km)
33000S01-6,144,28800.0,55.52777777777778,,Urbain classe moyenne,,,Service Client Home,0,144,0,0.0,100.0,0.0,65000.0,-36200.0,0.44,False,2.8,1700.0,Inconnu
33065FT6-8,12,2400.0,49.0,,Résidence secondaire,,,Ag PRO/PME,1,11,0,8.3,91.7,0.0,65000.0,-62600.0,0.04,False,-28.6,50.0,Inconnu
33140FX5-2,12,2400.0,54.0,563.5751493475938,Populaire,CC,142.0,Agence Distribution,12,0,0,100.0,0.0,0.0,85000.0,-82600.0,0.03,False,40.0,50.0,Régionale (>20km)
33160517-3,8,1600.0,63.0,574.6151214218721,Pavillonnaire familial,CC,89.0,Agence Distribution,7,0,1,87.5,0.0,12.5,85000.0,-83400.0,0.02,False,-85.7,0.0,Régionale (>20km)
33210FL6-A,13,2600.0,44.0,533.7980541558338,Urbain classe moyenne,CV,161.0,Agence Distribution,7,2,4,53.8,15.4,30.8,65000.0,-62400.0,0.04,False,60.0,62.5,Régionale (>20km)
33260D6L-3,8,1600.0,54.714285714285715,675.4683614078666,Pavillonnaire familial,CC,130.0,Agence Distribution,4,2,2,50.0,25.0,25.0,85000.0,-83400.0,0.02,False,,0.0,Régionale (>20km)
3330024P-5,10,2000.0,35.0,522.7301929929652,Rural dynamique,CC,168.0,Agence Distribution,4,0,6,40.0,0.0,60.0,85000.0,-83000.0,0.02,False,50.0,25.0,Régionale (>20km)
33324FX5-3,14,2800.0,64.0,508.2884010601763,Pavillonnaire familial,CC,435.0,Agence Distribution,11,0,3,78.6,0.0,21.4,85000.0,-82200.0,0.03,False,33.3,75.0,Régionale (>20km)
33380KRO-5,6,1200.0,51.0,,Rural dynamique,CC,70.0,Agence Distribution,3,0,3,50.0,0.0,50.0,85000.0,-83800.0,0.01,False,0.0,-25.0,Inconnu
33500FL6-8,11,2200.0,53.0,532.9902892852022,Urbain familial aisé,CC,161.0,Agence Distribution,8,0,3,72.7,0.0,27.3,85000.0,-82800.0,0.03,False,-77.8,37.5,Régionale (>20km)
33APVEBOR5,1,200.0,59.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
33APVEBOR7,1,200.0,29.0,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
33APVELIB1,1,200.0,29.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
33AVSCSOAB,2,400.0,59.0,,Résidence secondaire,,,Service Client Home,0,2,0,0.0,100.0,0.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
33GDTPROLE,1,200.0,49.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
33PHSEARES,4,800.0,45.666666666666664,677.3265995827009,Populaire,CC,150.0,Réseau Partenaire,2,0,2,50.0,0.0,50.0,85000.0,-84200.0,0.01,False,,-50.0,Régionale (>20km)
33PHSELALI,8,1600.0,44.714285714285715,,Urbain classe moyenne,CC,208.0,Réseau Partenaire,2,2,4,25.0,25.0,50.0,85000.0,-83400.0,0.02,False,66.7,0.0,Inconnu
33PHSELESP,1,200.0,49.0,,Résidence secondaire,CV,60.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
3400000X-5,34,6800.0,54.16129032258065,161.6844159806488,Résidence secondaire,CV,123.0,Agence Distribution,26,1,7,76.5,2.9,20.6,65000.0,-58200.0,0.1,False,42.9,325.0,Régionale (>20km)
34035FC6-1,80,16000.0,48.31506849315068,123.20084254394126,Urbain classe moyenne,CC,58.0,Agence Distribution,51,8,21,63.7,10.0,26.2,85000.0,-69000.0,0.19,False,-26.1,900.0,Régionale (>20km)
34200FK6-1,1,200.0,79.0,,Rural ouvrier,,,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
34500FJ8-4,15,3000.0,55.42857142857143,199.92904170084753,PériUrbain en croissance,CC,110.0,Agence Distribution,12,0,3,80.0,0.0,20.0,85000.0,-82000.0,0.04,False,-12.5,87.5,Régionale (>20km)
34500FX1-1,1,200.0,49.0,,Résidence secondaire,CC,94.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
34976FK6-A,88,17600.0,49.25316455696203,175.33175042136975,Résidence secondaire,CC,244.0,Agence Distribution,63,6,19,71.6,6.8,21.6,85000.0,-67400.0,0.21,False,-24.0,1000.0,Régionale (>20km)
34980FX1-1,37,7400.0,50.111111111111114,195.46610755695872,Populaire,CC,110.0,Agence Distribution,22,8,7,59.5,21.6,18.9,85000.0,-77600.0,0.09,False,17.6,362.5,Régionale (>20km)
34APVELATT,2,400.0,29.0,,Urbain classe moyenne,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
34GTPROBEZ,3,600.0,39.0,,Rural ouvrier,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,100.0,-62.5,Inconnu
34GTPROLUN,1,200.0,,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
34PHONMON1,1,200.0,79.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
34PHSEBALA,17,3400.0,51.0,244.61623713755267,Urbain classe moyenne,CC,87.0,Réseau Partenaire,12,1,4,70.6,5.9,23.5,85000.0,-81600.0,0.04,False,42.9,112.5,Régionale (>20km)
34PHSEBEZI,27,5400.0,42.75,164.2481141606722,Populaire,CC,94.0,Réseau Partenaire,12,6,9,44.4,22.2,33.3,85000.0,-79600.0,0.06,False,7.7,237.5,Régionale (>20km)
34PHSELUNE,4,800.0,42.333333333333336,,Pavillonnaire familial,CV,42.0,Réseau Partenaire,0,2,2,0.0,50.0,50.0,65000.0,-64200.0,0.01,False,,-50.0,Inconnu
34PHSESTJE,13,2600.0,46.5,95.47735622085348,PériUrbain en croissance,CC,61.0,Réseau Partenaire,8,1,4,61.5,7.7,30.8,85000.0,-82400.0,0.03,False,-55.6,62.5,Régionale (>20km)
35000FV1-1,8,1600.0,67.75,847.0601801643221,Résidence secondaire,CV,181.0,Agence Distribution,7,1,0,87.5,12.5,0.0,65000.0,-63400.0,0.02,False,-66.7,0.0,Régionale (>20km)
35000FZ9-A,8,1600.0,50.42857142857143,841.0581769729572,Pavillonnaire familial,CC,176.0,Agence Distribution,8,0,0,100.0,0.0,0.0,85000.0,-83400.0,0.02,False,-40.0,0.0,Régionale (>20km)
35032FV1-2,2,400.0,,,Urbain classe moyenne,,,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
35305FZ9-2,2,400.0,79.0,,Résidence secondaire,CC,145.0,Agence Distribution,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Inconnu
35406FZ9-5,19,3800.0,49.625,847.8611191146207,Urbain classe moyenne,CC,195.0,Agence Distribution,11,1,7,57.9,5.3,36.8,85000.0,-81200.0,0.04,False,11.1,137.5,Régionale (>20km)
35510FG6-3,6,1200.0,51.0,806.4461016149015,PériUrbain en croissance,CC,81.0,Agence Distribution,4,0,2,66.7,0.0,33.3,85000.0,-83800.0,0.01,False,100.0,-25.0,Régionale (>20km)
35760FV1-5,4,800.0,54.0,,Résidence secondaire,CC,180.0,Agence Distribution,3,0,1,75.0,0.0,25.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Inconnu
35OBSAEOAP,1,200.0,49.0,,Résidence secondaire,,,Ag PRO/PME,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
35OBSAEOAR,54,10800.0,48.44444444444444,,Populaire,,,Ag PRO/PME,3,51,0,5.6,94.4,0.0,65000.0,-54200.0,0.17,False,880.0,575.0,Inconnu
35PHSEFOUG,2,400.0,39.0,830.1772866973257,Urbain classe moyenne,CC,145.0,Réseau Partenaire,2,0,0,100.0,0.0,0.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Régionale (>20km)
36020FG9-1,4,800.0,26.5,400.4057771589489,Populaire,CV,134.0,Agence Distribution,3,0,1,75.0,0.0,25.0,65000.0,-64200.0,0.01,False,,-50.0,Régionale (>20km)
36PHSEARGE,1,200.0,69.0,555.6732111287221,Résidence secondaire,CV,148.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Régionale (>20km)
36PHSEPOIN,1,200.0,69.0,,Rural ouvrier,CC,117.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
37000FE2-1,1,200.0,39.0,,Rural ouvrier,,,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
37000FE2-7,11,2200.0,43.54545454545455,653.837283211174,Urbain classe moyenne,CV,236.0,Agence Distribution,6,1,4,54.5,9.1,36.4,65000.0,-62800.0,0.03,False,-77.8,37.5,Régionale (>20km)
37170FE2-9,6,1200.0,51.0,,Résidence secondaire,CC,136.0,Agence Distribution,4,0,2,66.7,0.0,33.3,85000.0,-83800.0,0.01,False,0.0,-25.0,Inconnu
37200FE2-B,31,6200.0,47.38709677419355,,Rural ouvrier,,,Ag PRO/PME,0,31,0,0.0,100.0,0.0,65000.0,-58800.0,0.1,False,-52.4,287.5,Inconnu
37700FX1-1,6,1200.0,33.0,649.2783820629003,Urbain familial aisé,CC,107.0,Agence Distribution,1,2,3,16.7,33.3,50.0,85000.0,-83800.0,0.01,False,-100.0,-25.0,Régionale (>20km)
37GTPROCHI,1,200.0,69.0,,Urbain Dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
37PHSEARCH,6,1200.0,64.0,600.4156011870829,Urbain classe moyenne,CC,150.0,Réseau Partenaire,3,1,2,50.0,16.7,33.3,85000.0,-83800.0,0.01,False,400.0,-25.0,Régionale (>20km)
37PHSECHIN,2,400.0,34.0,573.2873339600498,PériUrbain en croissance,CV,111.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,,-75.0,Régionale (>20km)
38028FK0-2,54,10800.0,47.723404255319146,170.19429868295472,Résidence secondaire,CV,237.0,Agence Distribution,28,7,19,51.9,13.0,35.2,65000.0,-54200.0,0.17,False,-13.8,575.0,Régionale (>20km)
38080FD8-4,54,10800.0,48.77272727272727,217.24804590905936,Résidence secondaire,CC,171.0,Agence Distribution,30,11,13,55.6,20.4,24.1,85000.0,-74200.0,0.13,False,-13.8,575.0,Régionale (>20km)
38130SPF-3,35,7000.0,52.46153846153846,174.7022816916051,Résidence secondaire,CC,130.0,Agence Distribution,28,1,6,80.0,2.9,17.1,85000.0,-78000.0,0.08,False,-5.6,337.5,Régionale (>20km)
38205FD8-3,27,5400.0,52.46153846153846,118.06087656612529,Rural ouvrier,CV,213.0,Agence Distribution,16,4,7,59.3,14.8,25.9,65000.0,-59600.0,0.08,False,-57.9,237.5,Régionale (>20km)
38240VEZ-5,1,200.0,89.0,,Résidence secondaire,CC,94.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
38505FK0-4,1,200.0,69.0,,PériUrbain en croissance,CV,125.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
38APVELISL,3,600.0,39.0,,Pavillonnaire familial,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,,-62.5,Inconnu
38APVEVIE1,3,600.0,44.0,,Rural dynamique,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
38GTPROGR1,3,600.0,49.0,,Populaire,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
38GTPROGRE,1,200.0,,,Urbain défavorisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
38GTPROSAL,35,7000.0,47.62068965517241,,Rural ouvrier,,,,0,0,35,0.0,0.0,100.0,65000.0,-58000.0,0.11,False,50.0,337.5,Inconnu
38PHSEGRE1,15,3000.0,50.53846153846154,229.05134219423533,Résidence secondaire,CC,134.0,Réseau Partenaire,6,1,8,40.0,6.7,53.3,85000.0,-82000.0,0.04,False,14.3,87.5,Régionale (>20km)
38PHSEMLAN,15,3000.0,49.0,219.6806463013812,Urbain classe moyenne,CC,92.0,Réseau Partenaire,7,6,2,46.7,40.0,13.3,85000.0,-82000.0,0.04,False,175.0,87.5,Régionale (>20km)
38PHSESALA,655,131000.0,46.156549520766774,45.69410560754997,Rural ouvrier,CV,88.0,Réseau Partenaire,199,158,298,30.4,24.1,45.5,65000.0,66000.0,2.02,True,25.9,8087.5,Régionale (>20km)
38PHSESTEG,11,2200.0,54.45454545454545,191.97326748452085,Résidence secondaire,CC,183.0,Réseau Partenaire,7,1,3,63.6,9.1,27.3,85000.0,-82800.0,0.03,False,75.0,37.5,Régionale (>20km)
38PHSEVOIR,4,800.0,35.666666666666664,,Urbain classe moyenne,CV,125.0,Réseau Partenaire,3,1,0,75.0,25.0,0.0,65000.0,-64200.0,0.01,False,,-50.0,Inconnu
39021FN7-5,12,2400.0,53.0,369.8294955142862,Résidence secondaire,CV,97.0,Agence Distribution,7,0,5,58.3,0.0,41.7,65000.0,-62600.0,0.04,False,40.0,50.0,Régionale (>20km)
39GTPRODOL,1,200.0,,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
39PHSECHAM,5,1000.0,52.333333333333336,,Résidence secondaire,CV,79.0,Réseau Partenaire,4,1,0,80.0,20.0,0.0,65000.0,-64000.0,0.02,False,50.0,-37.5,Inconnu
39PHSEDOLE,2,400.0,64.0,400.6339227568811,Pavillonnaire familial,CV,95.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km)
40019FQ3-4,13,2600.0,52.333333333333336,438.959093869944,Urbain classe moyenne,CC,184.0,Agence Distribution,10,1,2,76.9,7.7,15.4,85000.0,-82400.0,0.03,False,-55.6,62.5,Régionale (>20km)
40990IRC-5,26,5200.0,55.666666666666664,557.1136049212031,Populaire,CC,158.0,Agence Distribution,17,1,8,65.4,3.8,30.8,85000.0,-79800.0,0.06,False,-14.3,225.0,Régionale (>20km)
40GTPROBIS,1,200.0,69.0,,Rural ouvrier,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
40GTPROHOS,1,200.0,19.0,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
40PHSEBISC,9,1800.0,59.0,584.4648275692621,Urbain classe moyenne,CC,131.0,Réseau Partenaire,3,0,6,33.3,0.0,66.7,85000.0,-83200.0,0.02,False,25.0,12.5,Régionale (>20km)
40PHSEHOSS,18,3600.0,45.666666666666664,643.3920560380577,Résidence secondaire,CV,105.0,Réseau Partenaire,12,2,4,66.7,11.1,22.2,65000.0,-61400.0,0.06,False,0.0,125.0,Régionale (>20km)
41350HFQ-Q,11,2200.0,53.54545454545455,621.5976757417512,Populaire,CC,174.0,Agence Distribution,8,1,2,72.7,9.1,18.2,85000.0,-82800.0,0.03,False,20.0,37.5,Régionale (>20km)
41APVEVINE,1,200.0,49.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
41PHSEROMO,2,400.0,29.0,590.7306987926564,Rural dynamique,CV,79.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km)
41PHSEVEND,2,400.0,49.0,651.5630597460733,Urbain défavorisé,CV,91.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km)
42000FD5-6,20,4000.0,51.5,297.8186293850142,Populaire,CV,149.0,Agence Distribution,15,2,3,75.0,10.0,15.0,65000.0,-61000.0,0.06,False,-46.2,150.0,Régionale (>20km)
42100746-1,19,3800.0,44.333333333333336,200.1392831035466,Populaire,CC,91.0,Agence Distribution,12,2,5,63.2,10.5,26.3,85000.0,-81200.0,0.04,False,-27.3,137.5,Régionale (>20km)
42328FE6-3,18,3600.0,51.22222222222222,,PériUrbain en croissance,CV,136.0,Agence Distribution,10,2,6,55.6,11.1,33.3,65000.0,-61400.0,0.06,False,-71.4,125.0,Inconnu
42600FE6-4,7,1400.0,54.714285714285715,296.59425554805114,Populaire,CV,129.0,Agence Distribution,4,0,3,57.1,0.0,42.9,65000.0,-63600.0,0.02,False,33.3,-12.5,Régionale (>20km)
42PHSEFEUR,1,200.0,79.0,,Résidence secondaire,CV,58.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
42PHSEFIRM,5,1000.0,41.5,165.35828896464324,Résidence secondaire,CV,91.0,Réseau Partenaire,1,1,3,20.0,20.0,60.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Régionale (>20km)
42PHSEVILL,9,1800.0,57.57142857142857,176.88933953213896,Pavillonnaire familial,CC,151.0,Réseau Partenaire,5,1,3,55.6,11.1,33.3,85000.0,-83200.0,0.02,False,-20.0,12.5,Régionale (>20km)
43012FG8-4,66,13200.0,55.5625,,Résidence secondaire,CV,127.0,Agence Distribution,44,8,14,66.7,12.1,21.2,65000.0,-51800.0,0.2,False,35.7,725.0,Inconnu
44000EDM-1,23,4600.0,51.77777777777778,767.2961901185032,Urbain classe moyenne,CV,182.0,Agence Distribution,13,1,9,56.5,4.3,39.1,65000.0,-60400.0,0.07,False,-8.3,187.5,Régionale (>20km)
44300FM8-2,10,2000.0,51.0,789.7841264228687,Résidence secondaire,CC,104.0,Agence Distribution,7,3,0,70.0,30.0,0.0,85000.0,-83000.0,0.02,False,-57.1,25.0,Régionale (>20km)
44407FC1-0,8,1600.0,47.57142857142857,786.5315784360215,Rural dynamique,CC,148.0,Agence Distribution,4,1,3,50.0,12.5,37.5,85000.0,-83400.0,0.02,False,0.0,0.0,Régionale (>20km)
44600ER7-9,15,3000.0,50.666666666666664,809.1515519576681,Populaire,CC,135.0,Agence Distribution,10,2,3,66.7,13.3,20.0,85000.0,-82000.0,0.04,False,-33.3,87.5,Régionale (>20km)
44800FM8-B,9,1800.0,46.5,723.232478475779,Populaire,CC,125.0,Agence Distribution,6,0,3,66.7,0.0,33.3,85000.0,-83200.0,0.02,False,250.0,12.5,Régionale (>20km)
44GTPROCHA,1,200.0,29.0,,Populaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
